字段代码,字段(大写),中文名,参数,来源
stmnote_insur_7803,STMNOTE_INSUR_7803,基金投资,REPORTDATE,xla去前缀变体
stmnote_insur_7804,STMNOTE_INSUR_7804,股票投资,REPORTDATE,xla去前缀变体
stmnote_insur_7805,STMNOTE_INSUR_7805,股权投资,REPORTDATE,xla去前缀变体
stmnote_insur_7806,STMNOTE_INSUR_7806,基建投资,REPORTDATE,xla去前缀变体
stmnote_insur_7807,STMNOTE_INSUR_7807,现金及现金等价物,REPORTDATE,xla去前缀变体
stmnote_insur_7808,STMNOTE_INSUR_7808,其它资产,REPORTDATE,xla去前缀变体
stmnote_insur_7809,STMNOTE_INSUR_7809,总投资资产,REPORTDATE,xla去前缀变体
stmnote_insur_7810,STMNOTE_INSUR_7810,集团客户数,REPORTDATE,xla去前缀变体
stmnote_insur_7811,STMNOTE_INSUR_7811,保险营销员人数,REPORTDATE,xla去前缀变体
stmnote_insur_7812,STMNOTE_INSUR_7812,保险营销员每月人均首年保险业务收入,REPORTDATE,xla去前缀变体
stmnote_insur_7813,STMNOTE_INSUR_7813,保险营销员每月人均寿险新保单件数,REPORTDATE,xla去前缀变体
stmnote_insur_8,STMNOTE_INSUR_8,退保率,REPORTDATE,xla去前缀变体
stmnote_insur_9,STMNOTE_INSUR_9,综合成本率(产险),REPORTDATE,xla去前缀变体
stmnote_insur_mincap,STMNOTE_INSUR_MINCAP,最低资本(集团),REPORTDATE、TYPE,xla去前缀变体
stmnote_insur_rcap,STMNOTE_INSUR_RCAP,实际资本(集团),REPORTDATE、TYPE,xla去前缀变体
stmnote_insur_solratio,STMNOTE_INSUR_SOLRATIO,偿付能力充足率(集团),REPORTDATE、TYPE,xla去前缀变体
stmnote_inv_1,STMNOTE_INV_1,存货明细-原材料,REPORTDATE,xla去前缀变体
stmnote_inv_10,STMNOTE_INV_10,存货明细-合同履约成本,REPORTDATE,xla去前缀变体
stmnote_inv_11,STMNOTE_INV_11,存货明细-其他存货,REPORTDATE,xla去前缀变体
stmnote_inv_12,STMNOTE_INV_12,存货明细-在途物资,REPORTDATE,xla去前缀变体
stmnote_inv_2,STMNOTE_INV_2,存货明细-在产品,REPORTDATE,xla去前缀变体
stmnote_inv_3,STMNOTE_INV_3,存货明细-产成品,REPORTDATE,xla去前缀变体
stmnote_inv_4,STMNOTE_INV_4,存货明细-低值易耗品,REPORTDATE,xla去前缀变体
stmnote_inv_5,STMNOTE_INV_5,存货明细-包装物,REPORTDATE,xla去前缀变体
stmnote_inv_6,STMNOTE_INV_6,存货明细-委托加工材料,REPORTDATE,xla去前缀变体
stmnote_inv_7,STMNOTE_INV_7,存货明细-委托代销商品,REPORTDATE,xla去前缀变体
stmnote_inv_9,STMNOTE_INV_9,存货明细-消耗性生物资产,REPORTDATE,xla去前缀变体
stmnote_inv_goodsship,STMNOTE_INV_GOODSSHIP,存货明细-发出商品,REPORTDATE、TYPE,xla去前缀变体
stmnote_investmentincome_0001,STMNOTE_INVESTMENTINCOME_0001,固定息证券投资利息收入,REPORTDATE、TYPE,xla去前缀变体
stmnote_investmentincome_0002,STMNOTE_INVESTMENTINCOME_0002,权益投资资产分红收入,REPORTDATE、TYPE,xla去前缀变体
stmnote_investmentincome_0003,STMNOTE_INVESTMENTINCOME_0003,投资性房地产租金收入,REPORTDATE、TYPE,xla去前缀变体
stmnote_investmentincome_0004,STMNOTE_INVESTMENTINCOME_0004,净投资收益,REPORTDATE、TYPE,xla去前缀变体
stmnote_investmentincome_0005,STMNOTE_INVESTMENTINCOME_0005,证券买卖收益,REPORTDATE、TYPE,xla去前缀变体
stmnote_investmentincome_0006,STMNOTE_INVESTMENTINCOME_0006,公允价值变动收益,REPORTDATE、TYPE,xla去前缀变体
stmnote_investmentincome_0007,STMNOTE_INVESTMENTINCOME_0007,计提投资资产减值准备,REPORTDATE、TYPE,xla去前缀变体
stmnote_investmentincome_0008,STMNOTE_INVESTMENTINCOME_0008,处置合营企业净收益,REPORTDATE、TYPE,xla去前缀变体
stmnote_investmentincome_0009,STMNOTE_INVESTMENTINCOME_0009,其他收益,REPORTDATE、TYPE,xla去前缀变体
stmnote_investmentincome_0010,STMNOTE_INVESTMENTINCOME_0010,总投资收益,REPORTDATE、TYPE,xla去前缀变体
stmnote_invincome_1,STMNOTE_INVINCOME_1,权益法核算的长期股权投资收益,REPORTDATE、TYPE,xla去前缀变体
stmnote_invincome_10,STMNOTE_INVINCOME_10,投资收益-合计,REPORTDATE、TYPE,xla去前缀变体
stmnote_invincome_11,STMNOTE_INVINCOME_11,投资收益-其他,REPORTDATE、TYPE,xla去前缀变体
stmnote_invincome_12,STMNOTE_INVINCOME_12,持有可供出售金融资产等期间取得的投资收益,REPORTDATE、TYPE,xla去前缀变体
stmnote_invincome_13,STMNOTE_INVINCOME_13,成本法核算的长期股权投资收益,REPORTDATE、TYPE,xla去前缀变体
stmnote_invincome_14,STMNOTE_INVINCOME_14,处置持有至到期投资取得的投资收益,REPORTDATE、TYPE,xla去前缀变体
stmnote_invincome_15,STMNOTE_INVINCOME_15,理财产品投资收益,REPORTDATE、TYPE,xla去前缀变体
stmnote_invincome_16,STMNOTE_INVINCOME_16,应收款项类投资收益,REPORTDATE、TYPE,xla去前缀变体
stmnote_invincome_17,STMNOTE_INVINCOME_17,金融工具持有期间的投资收益,REPORTDATE、TYPE,xla去前缀变体
stmnote_invincome_18,STMNOTE_INVINCOME_18,债权投资在持有期间的投资收益,REPORTDATE、TYPE,xla去前缀变体
stmnote_invincome_19,STMNOTE_INVINCOME_19,其他债权投资在持有期间的投资收益,REPORTDATE、TYPE,xla去前缀变体
stmnote_invincome_2,STMNOTE_INVINCOME_2,处置长期股权投资产生的投资收益,REPORTDATE、TYPE,xla去前缀变体
stmnote_invincome_20,STMNOTE_INVINCOME_20,其他权益工具投资在持有期间的投资收益,REPORTDATE、TYPE,xla去前缀变体
stmnote_invincome_21,STMNOTE_INVINCOME_21,其他非流动金融资产在持有期间的投资收益,REPORTDATE、TYPE,xla去前缀变体
stmnote_invincome_22,STMNOTE_INVINCOME_22,处置金融工具取得的投资收益,REPORTDATE、TYPE,xla去前缀变体
stmnote_invincome_23,STMNOTE_INVINCOME_23,处置债权投资取得的投资收益,REPORTDATE、TYPE,xla去前缀变体
stmnote_invincome_24,STMNOTE_INVINCOME_24,处置其他债权投资取得的投资收益,REPORTDATE、TYPE,xla去前缀变体
stmnote_invincome_25,STMNOTE_INVINCOME_25,处置其他权益工具投资取得的投资收益,REPORTDATE、TYPE,xla去前缀变体
stmnote_invincome_26,STMNOTE_INVINCOME_26,处置其他非流动金融资产取得的投资收益,REPORTDATE、TYPE,xla去前缀变体
stmnote_invincome_3,STMNOTE_INVINCOME_3,以公允价值计量且其变动计入当期损益的金融资产在持有期间的投资收益,REPORTDATE、TYPE,xla去前缀变体
stmnote_invincome_4,STMNOTE_INVINCOME_4,处置以公允价值计量且变动计入当期损益的金融资产取得的投资收益,REPORTDATE、TYPE,xla去前缀变体
stmnote_invincome_5,STMNOTE_INVINCOME_5,持有至到期投资在持有期间的投资收益,REPORTDATE、TYPE,xla去前缀变体
stmnote_invincome_6,STMNOTE_INVINCOME_6,可供出售金融资产等取得的投资收益,REPORTDATE、TYPE,xla去前缀变体
stmnote_invincome_7,STMNOTE_INVINCOME_7,处置可供出售金融资产取得的投资收益,REPORTDATE、TYPE,xla去前缀变体
stmnote_invincome_8,STMNOTE_INVINCOME_8,丧失控制权后剩余股权按公允价值重新计量产生的利得,REPORTDATE、TYPE,xla去前缀变体
stmnote_invincome_9,STMNOTE_INVINCOME_9,处置子公司的投资收益,REPORTDATE、TYPE,xla去前缀变体
stmnote_invtot,STMNOTE_INVTOT,存货合计,REPORTDATE,xla去前缀变体
stmnote_ird_1,STMNOTE_IRD_1,名义金额-利率衍生工具(非套期工具),REPORTDATE、TYPE,xla去前缀变体
stmnote_ird_2,STMNOTE_IRD_2,名义金额-权益衍生工具(非套期工具),REPORTDATE、TYPE,xla去前缀变体
stmnote_landuserights_19,STMNOTE_LANDUSERIGHTS_19,土地使用权_原值,REPORTDATE、TYPE,xla去前缀变体
stmnote_landuserights_20,STMNOTE_LANDUSERIGHTS_20,土地使用权_累计摊销,REPORTDATE、TYPE,xla去前缀变体
stmnote_landuserights_21,STMNOTE_LANDUSERIGHTS_21,土地使用权_减值准备,REPORTDATE、TYPE,xla去前缀变体
stmnote_landuserights_22,STMNOTE_LANDUSERIGHTS_22,土地使用权_账面价值,REPORTDATE、TYPE,xla去前缀变体
stmnote_legalsurplusreserve,STMNOTE_LEGALSURPLUSRESERVE,法定盈余期末值,REPORTDATE、TYPE,xla去前缀变体
stmnote_loans_1,STMNOTE_LOANS_1,转融通融入资金,REPORTDATE、TYPE,xla去前缀变体
stmnote_ltborrow_4505,STMNOTE_LTBORROW_4505,人民币长期借款,REPORTDATE,xla去前缀变体
stmnote_ltborrow_4506,STMNOTE_LTBORROW_4506,美元长期借款(折算人民币),REPORTDATE,xla去前缀变体
stmnote_ltborrow_4507,STMNOTE_LTBORROW_4507,日元长期借款(折算人民币),REPORTDATE,xla去前缀变体
stmnote_ltborrow_4508,STMNOTE_LTBORROW_4508,欧元长期借款(折算人民币),REPORTDATE,xla去前缀变体
stmnote_ltborrow_4509,STMNOTE_LTBORROW_4509,港币长期借款(折算人民币),REPORTDATE,xla去前缀变体
stmnote_ltborrow_4510,STMNOTE_LTBORROW_4510,英镑长期借款(折算人民币),REPORTDATE,xla去前缀变体
stmnote_ltborrow_4511,STMNOTE_LTBORROW_4511,其他货币长期借款(折算人民币),REPORTDATE,xla去前缀变体
stmnote_ltborrow_4512,STMNOTE_LTBORROW_4512,长期借款小计,REPORTDATE,xla去前缀变体
stmnote_ltborrow_4513,STMNOTE_LTBORROW_4513,质押长期借款,REPORTDATE,xla去前缀变体
stmnote_ltborrow_4514,STMNOTE_LTBORROW_4514,抵押长期借款,REPORTDATE,xla去前缀变体
stmnote_ltborrow_4515,STMNOTE_LTBORROW_4515,保证长期借款,REPORTDATE,xla去前缀变体
stmnote_ltborrow_4516,STMNOTE_LTBORROW_4516,信用长期借款,REPORTDATE,xla去前缀变体
stmnote_ltborrow_4517,STMNOTE_LTBORROW_4517,委托长期借款,REPORTDATE,xla去前缀变体
stmnote_ltborrow_4518,STMNOTE_LTBORROW_4518,其他长期借款,REPORTDATE,xla去前缀变体
stmnote_maternityins_add,STMNOTE_MATERNITYINS_ADD,生育保险费:本期增加,REPORTDATE、TYPE,xla去前缀变体
stmnote_maternityins_de,STMNOTE_MATERNITYINS_DE,生育保险费:本期减少,REPORTDATE、TYPE,xla去前缀变体
stmnote_maternityins_eb,STMNOTE_MATERNITYINS_EB,生育保险费:期末余额,REPORTDATE、TYPE,xla去前缀变体
stmnote_maternityins_sb,STMNOTE_MATERNITYINS_SB,生育保险费:期初余额,REPORTDATE、TYPE,xla去前缀变体
stmnote_medins_add,STMNOTE_MEDINS_ADD,医疗保险费:本期增加,REPORTDATE、TYPE,xla去前缀变体
stmnote_medins_de,STMNOTE_MEDINS_DE,医疗保险费:本期减少,REPORTDATE、TYPE,xla去前缀变体
stmnote_medins_eb,STMNOTE_MEDINS_EB,医疗保险费:期末余额,REPORTDATE、TYPE,xla去前缀变体
stmnote_medins_sb,STMNOTE_MEDINS_SB,医疗保险费:期初余额,REPORTDATE、TYPE,xla去前缀变体
stmnote_mewprofitapr,STMNOTE_MEWPROFITAPR,可分配利润,REPORTDATE、TYPE,xla去前缀变体
stmnote_mgmt_ben,STMNOTE_MGMT_BEN,管理层年度薪酬总额,Year,xla去前缀变体
stmnote_mgmt_ben_bc,STMNOTE_MGMT_BEN_BC,董事长薪酬,,xla去前缀变体
stmnote_mgmt_ben_ceo,STMNOTE_MGMT_BEN_CEO,总经理薪酬,,xla去前缀变体
stmnote_mgmt_ben_cfo,STMNOTE_MGMT_BEN_CFO,财务总监薪酬,,xla去前缀变体
stmnote_mgmt_ben_discloser,STMNOTE_MGMT_BEN_DISCLOSER,董事会秘书薪酬,,xla去前缀变体
stmnote_mgmt_ben_sar,STMNOTE_MGMT_BEN_SAR,证券事务代表薪酬,,xla去前缀变体
stmnote_mgmt_ben_top3b,STMNOTE_MGMT_BEN_TOP3B,金额前三的董事薪酬合计,Year,xla去前缀变体
stmnote_mgmt_ben_top3m,STMNOTE_MGMT_BEN_TOP3M,金额前三的高管薪酬合计,Year,xla去前缀变体
stmnote_netinv_1,STMNOTE_NETINV_1,存货明细-原材料(净额),REPORTDATE,xla去前缀变体
stmnote_netinv_10,STMNOTE_NETINV_10,产成品明细-发出商品(净额),REPORTDATE,xla去前缀变体
stmnote_netinv_11,STMNOTE_NETINV_11,存货明细-其他存货(净额),REPORTDATE,xla去前缀变体
stmnote_netinv_12,STMNOTE_NETINV_12,存货明细-在途物资(净额),REPORTDATE,xla去前缀变体
stmnote_netinv_2,STMNOTE_NETINV_2,存货明细-在产品(净额),REPORTDATE,xla去前缀变体
stmnote_netinv_3,STMNOTE_NETINV_3,存货明细-产成品(净额),REPORTDATE,xla去前缀变体
stmnote_netinv_4,STMNOTE_NETINV_4,存货明细-低值易耗品(净额),REPORTDATE,xla去前缀变体
stmnote_netinv_5,STMNOTE_NETINV_5,存货明细-包装物(净额),REPORTDATE,xla去前缀变体
stmnote_netinv_6,STMNOTE_NETINV_6,存货明细-委托加工材料(净额),REPORTDATE,xla去前缀变体
stmnote_netinv_7,STMNOTE_NETINV_7,存货明细-委托代销商品(净额),REPORTDATE,xla去前缀变体
stmnote_netinv_8,STMNOTE_NETINV_8,存货明细-已加工未结算(净额),REPORTDATE,xla去前缀变体
stmnote_netinv_tlt,STMNOTE_NETINV_TLT,存货合计(净额),REPORTDATE,xla去前缀变体
stmnote_nii_1,STMNOTE_NII_1,利息收入,REPORTDATE、TYPE,xla去前缀变体
stmnote_nii_10,STMNOTE_NII_10,发放贷款和垫款利息收入,REPORTDATE、TYPE,xla去前缀变体
stmnote_nii_11,STMNOTE_NII_11,货币资金及结算备付金利息收入,REPORTDATE、TYPE,xla去前缀变体
stmnote_nii_12,STMNOTE_NII_12,金融投资利息收入,REPORTDATE、TYPE,xla去前缀变体
stmnote_nii_13,STMNOTE_NII_13,其他按实际利率法计算的金融资产产生的利息收入,REPORTDATE、TYPE,xla去前缀变体
stmnote_nii_14,STMNOTE_NII_14,融出资金利息收入,REPORTDATE、TYPE,xla去前缀变体
stmnote_nii_15,STMNOTE_NII_15,融资融券利息收入,REPORTDATE、TYPE,xla去前缀变体
stmnote_nii_16,STMNOTE_NII_16,应收融资租赁款利息收入,REPORTDATE、TYPE,xla去前缀变体
stmnote_nii_17,STMNOTE_NII_17,债券投资利息收入,REPORTDATE、TYPE,xla去前缀变体
stmnote_nii_18,STMNOTE_NII_18,债权投资利息收入,REPORTDATE、TYPE,xla去前缀变体
stmnote_nii_19,STMNOTE_NII_19,其他债权投资利息收入,REPORTDATE、TYPE,xla去前缀变体
stmnote_nii_2,STMNOTE_NII_2,买入返售金融资产利息收入,REPORTDATE、TYPE,xla去前缀变体
stmnote_nii_20,STMNOTE_NII_20,其他利息收入,REPORTDATE、TYPE,xla去前缀变体
stmnote_nii_21,STMNOTE_NII_21,代理买卖证券款利息支出,REPORTDATE、TYPE,xla去前缀变体
stmnote_nii_22,STMNOTE_NII_22,租赁负债利息支出,REPORTDATE、TYPE,xla去前缀变体
stmnote_nii_23,STMNOTE_NII_23,应付短期融资款利息支出,REPORTDATE、TYPE,xla去前缀变体
stmnote_nii_24,STMNOTE_NII_24,应付债券利息支出,REPORTDATE、TYPE,xla去前缀变体
stmnote_nii_3,STMNOTE_NII_3,买入返售金融资产利息收入-约定购回利息收入,REPORTDATE、TYPE,xla去前缀变体
stmnote_nii_4,STMNOTE_NII_4,买入返售金融资产利息收入-股权质押回购利息收入,REPORTDATE、TYPE,xla去前缀变体
stmnote_nii_5,STMNOTE_NII_5,买入返售金融资产利息收入-股票质押回购利息收入,REPORTDATE、TYPE,xla去前缀变体
stmnote_nii_6,STMNOTE_NII_6,拆出资金利息收入,REPORTDATE、TYPE,xla去前缀变体
stmnote_nii_7,STMNOTE_NII_7,存放及拆放同业利息收入,REPORTDATE、TYPE,xla去前缀变体
stmnote_nii_8,STMNOTE_NII_8,存放中央银行利息收入,REPORTDATE、TYPE,xla去前缀变体
stmnote_nii_9,STMNOTE_NII_9,存款利息收入,REPORTDATE、TYPE,xla去前缀变体
stmnote_nonpatentedtechnology,STMNOTE_NONPATENTEDTECHNOLOGY,非专利技术_账面价值,REPORTDATE、TYPE,xla去前缀变体
stmnote_np_1,STMNOTE_NP_1,应付票据-商业承兑汇票,REPORTDATE、TYPE,xla去前缀变体
stmnote_np_2,STMNOTE_NP_2,应付票据-银行承兑汇票,REPORTDATE、TYPE,xla去前缀变体
stmnote_np_3,STMNOTE_NP_3,应付票据-其他,REPORTDATE、TYPE,xla去前缀变体
stmnote_np_total,STMNOTE_NP_TOTAL,应付票据-合计,REPORTDATE、TYPE,xla去前缀变体
stmnote_npls,STMNOTE_NPLS,租赁资产不良率,Year,xla去前缀变体
stmnote_nr_1,STMNOTE_NR_1,应收票据-商业承兑汇票,REPORTDATE、TYPE,xla去前缀变体
stmnote_nr_2,STMNOTE_NR_2,应收票据-银行承兑汇票,REPORTDATE、TYPE,xla去前缀变体
stmnote_nr_3,STMNOTE_NR_3,应收票据-其他,REPORTDATE、TYPE,xla去前缀变体
stmnote_nr_total,STMNOTE_NR_TOTAL,应收票据-合计,REPORTDATE、TYPE,xla去前缀变体
stmnote_others_7636,STMNOTE_OTHERS_7636,一年内到期的长期借款,REPORTDATE、TYPE,xla去前缀变体
stmnote_others_7637,STMNOTE_OTHERS_7637,一年内到期的应付债券,REPORTDATE、TYPE,xla去前缀变体
stmnote_others_7639,STMNOTE_OTHERS_7639,短期融资债(其他流动负债),REPORTDATE、TYPE,xla去前缀变体
stmnote_others_7640,STMNOTE_OTHERS_7640,一年内到期的长期应付款,REPORTDATE、TYPE,xla去前缀变体
stmnote_others_7641,STMNOTE_OTHERS_7641,一年内到期的租赁负债,REPORTDATE、TYPE,xla去前缀变体
stmnote_others_7642,STMNOTE_OTHERS_7642,其他流动负债(其他),REPORTDATE、TYPE,xla去前缀变体
stmnote_others_7643,STMNOTE_OTHERS_7643,合计(其他流动负债),REPORTDATE、TYPE,xla去前缀变体
stmnote_others_7644,STMNOTE_OTHERS_7644,合计(一年内到期的非流动负债),REPORTDATE、TYPE,xla去前缀变体
stmnote_others_7645,STMNOTE_OTHERS_7645,一年内到期的非流动负债(其他),REPORTDATE、TYPE,xla去前缀变体
stmnote_others_7646,STMNOTE_OTHERS_7646,研发费用(管理费用),REPORTDATE、TYPE,xla去前缀变体
stmnote_others_7647,STMNOTE_OTHERS_7647,差旅费(销售费用),REPORTDATE、TYPE,xla去前缀变体
stmnote_others_7648,STMNOTE_OTHERS_7648,业务招待费(销售费用),REPORTDATE、TYPE,xla去前缀变体
stmnote_others_7649,STMNOTE_OTHERS_7649,股份支付(销售费用),REPORTDATE、TYPE,xla去前缀变体
stmnote_others_7650,STMNOTE_OTHERS_7650,股份支付(管理费用),REPORTDATE、TYPE,xla去前缀变体
stmnote_others_7651,STMNOTE_OTHERS_7651,研发费用-股份支付,REPORTDATE、TYPE,xla去前缀变体
stmnote_patentright,STMNOTE_PATENTRIGHT,专利权_账面价值,REPORTDATE、TYPE,xla去前缀变体
stmnote_profitapr_1,STMNOTE_PROFITAPR_1,期初未分配利润,REPORTDATE,xla去前缀变体
stmnote_profitapr_10,STMNOTE_PROFITAPR_10,提取一般风险准备,REPORTDATE、TYPE,xla去前缀变体
stmnote_profitapr_2,STMNOTE_PROFITAPR_2,本报告期实现净利润,REPORTDATE,xla去前缀变体
stmnote_profitapr_3,STMNOTE_PROFITAPR_3,期末可分配利润,REPORTDATE,xla去前缀变体
stmnote_profitapr_4,STMNOTE_PROFITAPR_4,支付普通股股利,REPORTDATE,xla去前缀变体
stmnote_profitapr_5,STMNOTE_PROFITAPR_5,提取法定盈余公积,REPORTDATE,xla去前缀变体
stmnote_profitapr_6,STMNOTE_PROFITAPR_6,提取任意公积金,REPORTDATE,xla去前缀变体
stmnote_rdothers,STMNOTE_RDOTHERS,研发费用-其他,REPORTDATE,xla去前缀变体
stmnote_rdsalary,STMNOTE_RDSALARY,研发费用-工资薪酬,REPORTDATE,xla去前缀变体
stmnote_rdtravel,STMNOTE_RDTRAVEL,研发费用-差旅费,REPORTDATE、TYPE,xla去前缀变体
stmnote_salestop5,STMNOTE_SALESTOP5,前五大客户销售收入总额,REPORTDATE,xla去前缀变体
stmnote_salestop5_pct,STMNOTE_SALESTOP5_PCT,前五大客户销售收入占比,REPORTDATE,xla去前缀变体
stmnote_sec_1,STMNOTE_SEC_1,净资本,REPORTDATE,xla去前缀变体
stmnote_sec_10,STMNOTE_SEC_10,融资(含融券)的金额/净资本,REPORTDATE、TYPE,xla去前缀变体
stmnote_sec_1500,STMNOTE_SEC_1500,手续费及佣金收入合计,REPORTDATE,xla去前缀变体
stmnote_sec_1501,STMNOTE_SEC_1501,手续费及佣金收入:证券经纪业务,REPORTDATE,xla去前缀变体
stmnote_sec_1502,STMNOTE_SEC_1502,手续费及佣金收入:受托客户资产管理业务,REPORTDATE,xla去前缀变体
stmnote_sec_1503,STMNOTE_SEC_1503,手续费及佣金收入:证券承销业务,REPORTDATE,xla去前缀变体
stmnote_sec_1504,STMNOTE_SEC_1504,手续费及佣金收入:财务顾问业务,REPORTDATE,xla去前缀变体
stmnote_sec_1505,STMNOTE_SEC_1505,手续费及佣金收入:保荐业务,REPORTDATE,xla去前缀变体
stmnote_sec_1506,STMNOTE_SEC_1506,手续费及佣金收入:投资咨询业务,REPORTDATE,xla去前缀变体
stmnote_sec_1507,STMNOTE_SEC_1507,手续费及佣金收入:期货经纪业务,REPORTDATE,xla去前缀变体
stmnote_sec_1510,STMNOTE_SEC_1510,利息收入合计,REPORTDATE,xla去前缀变体
stmnote_sec_1511,STMNOTE_SEC_1511,利息收入:融资融券业务,REPORTDATE,xla去前缀变体
stmnote_sec_1512,STMNOTE_SEC_1512,利息收入:金融企业往来业务收入,REPORTDATE,xla去前缀变体
stmnote_sec_1513,STMNOTE_SEC_1513,利息收入:金融资产回购业务收入,REPORTDATE,xla去前缀变体
stmnote_sec_1520,STMNOTE_SEC_1520,手续费及佣金净收入合计,REPORTDATE,xla去前缀变体
stmnote_sec_1521,STMNOTE_SEC_1521,手续费及佣金净收入:证券经纪业务,REPORTDATE,xla去前缀变体
stmnote_sec_1522,STMNOTE_SEC_1522,手续费及佣金净收入:受托客户资产管理业务,REPORTDATE,xla去前缀变体
stmnote_sec_1523,STMNOTE_SEC_1523,手续费及佣金净收入:证券承销业务,REPORTDATE,xla去前缀变体
stmnote_sec_1524,STMNOTE_SEC_1524,手续费及佣金净收入:财务顾问业务,REPORTDATE,xla去前缀变体
stmnote_sec_1525,STMNOTE_SEC_1525,手续费及佣金净收入:保荐业务,REPORTDATE,xla去前缀变体
stmnote_sec_1526,STMNOTE_SEC_1526,手续费及佣金净收入:投资咨询业务,REPORTDATE,xla去前缀变体
stmnote_sec_1527,STMNOTE_SEC_1527,手续费及佣金净收入:期货经纪业务,REPORTDATE,xla去前缀变体
stmnote_sec_1528,STMNOTE_SEC_1528,手续费及佣金净收入:基金管理业务,REPORTDATE,xla去前缀变体
stmnote_sec_1530,STMNOTE_SEC_1530,利息净收入合计,REPORTDATE,xla去前缀变体
stmnote_sec_1531,STMNOTE_SEC_1531,利息净收入:融资融券业务,REPORTDATE,xla去前缀变体
